MedCodeId,Term,Observations,SNOMED_CT_Concept_ID,READcode,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,VF
68236,"Malignant neoplasm of head, neck and face",,,B550.00,,,,,,,,
55098,Malignant neoplasm of head NOS,,,B550000,,,,,,,,
41931,Malignant neoplasm of cheek NOS,,,B550100,,,,,,,,
12490,Malignant neoplasm of nose NOS,,,B550200,,,,,,,,
51818,Malignant neoplasm of jaw NOS,,,B550300,,,,,,,,
16280,Malignant neoplasm of neck NOS,,,B550400,,,,,,,,
73510,Malignant neoplasm of supraclavicular fossa NOS,,,B550500,,,,,,,,
58903,"Malignant neoplasm of head, neck and face NOS",,,B550z00,,,,,,,,
47286,Malignant neoplasm of thorax,,,B551.00,,,,,,,,
37618,Malignant neoplasm of axilla NOS,,,B551000,,,,,,,,
23861,Malignant neoplasm of chest wall NOS,,,B551100,,,,,,,,
97547,Malignant neoplasm of intrathoracic site NOS,,,B551200,,,,,,,,
64810,Malignant neoplasm of thorax NOS,,,B551z00,,,,,,,,
15976,Malignant neoplasm of abdomen,,,B552.00,,,,,,,,
52316,Malignant neoplasm of pelvis,,,B553.00,,,,,,,,
57854,Malignant neoplasm of inguinal region NOS,,,B553000,,,,,,,,
89916,Malignant neoplasm of presacral region,,,B553100,,,,,,,,
55101,Malignant neoplasm of pelvis NOS,,,B553z00,,,,,,,,
27449,Malignant neoplasm of upper limb NOS,,,B554.00,,,,,,,,
31399,Malignant neoplasm of lower limb NOS,,,B555.00,,,,,,,,
42218,Malignant neoplasm of other specified sites,,,B55y.00,,,,,,,,
68787,Malignant neoplasm of back NOS,,,B55y000,,,,,,,,
67217,Malignant neoplasm of trunk NOS,,,B55y100,,,,,,,,
94355,Malignant neoplasm of flank NOS,,,B55y200,,,,,,,,
60052,Malignant neoplasm of specified site NOS,,,B55yz00,,,,,,,,
45267,Malignant neoplasm of other and ill defined site NOS,,,B55z.00,,,,,,,,
9618,Secondary and unspecified malignant neoplasm of lymph nodes,,,B56..00,,,,,,,,
7830,Lymph node metastases,,,B56..11,,,,,,,,
49214,Secondary and unspec malig neop lymph nodes head/face/neck,,,B560.00,,,,,,,,
64918,Secondary and unspec malig neop of superficial parotid LN,,,B560000,,,,,,,,
66775,Secondary and unspec malignant neoplasm mastoid lymph nodes,,,B560100,,,,,,,,
33395,Secondary and unspec malig neop superficial cervical LN,,,B560200,,,,,,,,
65253,Secondary and unspec malignant neoplasm occipital lymph node,,,B560300,,,,,,,,
92703,Secondary and unspec malig neop deep parotid lymph nodes,,,B560400,,,,,,,,
39433,Secondary and unspec malig neop submandibular lymph nodes,,,B560500,,,,,,,,
28059,Secondary and unspec malig neop of facial lymph nodes,,,B560600,,,,,,,,
38343,Secondary and unspec malig neop submental lymph nodes,,,B560700,,,,,,,,
44627,Secondary and unspec malig neop anterior cervical LN,,,B560800,,,,,,,,
68611,Secondary and unspec malig neop deep cervical LN,,,B560900,,,,,,,,
67129,Secondary unspec malig neop lymph nodes head/face/neck NOS,,,B560z00,,,,,,,,
64116,Secondary and unspec malig neop intrathoracic lymph nodes,,,B561.00,,,,,,,,
37919,Secondary and unspec malig neop internal mammary lymph nodes,,,B561000,,,,,,,,
95378,Secondary and unspec malig neop diaphragmatic lymph nodes,,,B561200,,,,,,,,
25366,Secondary and unspec malig neop ant mediastinal lymph nodes,,,B561300,,,,,,,,
55463,Secondary and unspec malig neop post mediastinal lymph nodes,,,B561400,,,,,,,,
58692,Secondary and unspec malig neop paratracheal lymph nodes,,,B561500,,,,,,,,
67797,Secondary and unspec malig neop superfic tracheobronchial LN,,,B561600,,,,,,,,
69392,Secondary and unspec malig neop inferior tracheobronchial LN,,,B561700,,,,,,,,
62124,Secondary and unspec malig neop bronchopulmonary lymph nodes,,,B561800,,,,,,,,
52190,Secondary and unspec malig neop pulmonary lymph nodes,,,B561900,,,,,,,,
93716,Secondary and unspec malig neop intrathoracic LN NOS,,,B561z00,,,,,,,,
52736,Secondary and unspec malig neop intra-abdominal lymph nodes,,,B562.00,,,,,,,,
41691,Secondary and unspec malig neop coeliac lymph nodes,,,B562000,,,,,,,,
72713,Secondary and unspec malig neop superficial mesenteric LN,,,B562100,,,,,,,,
61677,Secondary and unspec malig neop inferior mesenteric LN,,,B562200,,,,,,,,
18658,Secondary and unspec malig neop common iliac lymph nodes,,,B562300,,,,,,,,
69132,Secondary and unspec malig neop external iliac lymph nodes,,,B562400,,,,,,,,
44931,Secondary and unspec malig neop intra-abdominal LN NOS,,,B562z00,,,,,,,,
50199,Secondary and unspec malig neop axilla and upper limb LN,,,B563.00,,,,,,,,
37540,Secondary and unspec malig neop axillary lymph nodes,,,B563000,,,,,,,,
98626,Secondary and unspec malig neop supratrochlear lymph nodes,,,B563100,,,,,,,,
50904,Secondary and unspec malig neop infraclavicular lymph nodes,,,B563200,,,,,,,,
46409,Secondary and unspec malig neop pectoral lymph nodes,,,B563300,,,,,,,,
73538,Secondary and unspec malig neop axilla and upper limb LN NOS,,,B563z00,,,,,,,,
63915,Secondary and unspec malig neop inguinal and lower limb LN,,,B564.00,,,,,,,,
54278,Secondary and unspec malig neop superficial inguinal LN,,,B564000,,,,,,,,
61289,Secondary and unspec malig neop deep inguinal lymph nodes,,,B564100,,,,,,,,
70747,Secondary and unspec malig neop of inguinal and leg LN NOS,,,B564z00,,,,,,,,
6701,Secondary and unspec malig neop intrapelvic lymph nodes,,,B565.00,,,,,,,,
84368,Secondary and unspec malig neop internal iliac lymph nodes,,,B565000,,,,,,,,
101662,Secondary and unspec malig neop circumflex iliac LN,,,B565200,,,,,,,,
47366,Secondary and unspec malig neop sacral lymph nodes,,,B565300,,,,,,,,
72803,Secondary and unspec malig neop intrapelvic LN NOS,,,B565z00,,,,,,,,
20159,Secondary and unspec malig neop lymph nodes multiple sites,,,B56y.00,,,,,,,,
15507,Secondary and unspec malig neop lymph nodes NOS,,,B56z.00,,,,,,,,
35053,Secondary malig neop of respiratory and digestive systems,,,B57..00,,,,,,,,
6471,Metastases of respiratory and/or digestive systems,,,B57..11,,,,,,,,
24301,Secondary carcinoma of respiratory and/or digestive systems,,,B57..12,,,,,,,,
4137,Secondary malignant neoplasm of lung,,,B570.00,,,,,,,,
51551,Secondary malignant neoplasm of mediastinum,,,B571.00,,,,,,,,
16213,Secondary malignant neoplasm of pleura,,,B572.00,,,,,,,,
62584,Secondary malignant neoplasm of other respiratory organs,,,B573.00,,,,,,,,
64680,Secondary malignant neoplasm of small intestine and duodenum,,,B574.00,,,,,,,,
55946,Secondary malignant neoplasm of duodenum,,,B574000,,,,,,,,
99511,Secondary malignant neoplasm of ileum,,,B574200,,,,,,,,
70026,Secondary malig neop of small intestine or duodenum NOS,,,B574z00,,,,,,,,
44529,Secondary malignant neoplasm of large intestine and rectum,,,B575.00,,,,,,,,
28727,Secondary malignant neoplasm of colon,,,B575000,,,,,,,,
62909,Secondary malignant neoplasm of rectum,,,B575100,,,,,,,,
36200,Secondary malig neop of large intestine or rectum NOS,,,B575z00,,,,,,,,
67396,Secondary malig neop of retroperitoneum and peritoneum,,,B576.00,,,,,,,,
35364,Secondary malignant neoplasm of retroperitoneum,,,B576000,,,,,,,,
27391,Secondary malignant neoplasm of peritoneum,,,B576100,,,,,,,,
8154,Malignant ascites,,,B576200,,,,,,,,
97672,Secondary malig neop of retroperitoneum or peritoneum NOS,,,B576z00,,,,,,,,
15103,Secondary malignant neoplasm of liver,,,B577.00,,,,,,,,
4403,Liver metastases,,,B577.11,,,,,,,,
56345,Secondary malignant neoplasm of other digestive organ,,,B57y.00,,,,,,,,
66083,Secondary malig neop of respiratory or digestive system NOS,,,B57z.00,,,,,,,,
5842,Secondary malignant neoplasm of other specified sites,,,B58..00,,,,,,,,
27651,Secondary carcinoma of other specified sites,,,B58..11,,,,,,,,
1952,Secondary malignant neoplasm of kidney,,,B580.00,,,,,,,,
73213,Secondary malignant neoplasm of other urinary organs,,,B581.00,,,,,,,,
60134,Secondary malignant neoplasm of ureter,,,B581000,,,,,,,,
22146,Secondary malignant neoplasm of bladder,,,B581100,,,,,,,,
53528,Secondary malignant neoplasm of urethra,,,B581200,,,,,,,,
62828,Secondary malignant neoplasm of other urinary organ NOS,,,B581z00,,,,,,,,
19945,Secondary malignant neoplasm of skin,,,B582.00,,,,,,,,
43930,Secondary malignant neoplasm of skin of head,,,B582000,,,,,,,,
100296,Secondary malignant neoplasm of skin of face,,,B582100,,,,,,,,
35999,Secondary malignant neoplasm of skin of neck,,,B582200,,,,,,,,
41144,Secondary malignant neoplasm of skin of trunk,,,B582300,,,,,,,,
63896,Secondary malignant neoplasm of skin of shoulder and arm,,,B582400,,,,,,,,
48828,Secondary malignant neoplasm of skin of hip and leg,,,B582500,,,,,,,,
9505,Secondary malignant neoplasm of skin of breast,,,B582600,,,,,,,,
55096,Secondary malignant neoplasm of skin NOS,,,B582z00,,,,,,,,
33843,Secondary malignant neoplasm of brain and spinal cord,,,B583.00,,,,,,,,
5198,Secondary malignant neoplasm of brain,,,B583000,,,,,,,,
38918,Secondary malignant neoplasm of spinal cord,,,B583100,,,,,,,,
5199,Cerebral metastasis,,,B583200,,,,,,,,
59375,Secondary malignant neoplasm of brain or spinal cord NOS,,,B583z00,,,,,,,,
54120,Secondary malignant neoplasm of other part of nervous system,,,B584.00,,,,,,,,
7654,Secondary malignant neoplasm of bone and bone marrow,,,B585.00,,,,,,,,
18676,Pathological fracture due to metastatic bone disease,,,B585000,,,,,,,,
44615,Secondary malignant neoplasm of ovary,,,B586.00,,,,,,,,
36401,Secondary malignant neoplasm of adrenal gland,,,B587.00,,,,,,,,
18616,Secondary malignant neoplasm of other specified sites,,,B58y.00,,,,,,,,
16760,Secondary malignant neoplasm of breast,,,B58y000,,,,,,,,
55090,Secondary malignant neoplasm of uterus,,,B58y100,,,,,,,,
73616,Secondary malignant neoplasm of cervix uteri,,,B58y200,,,,,,,,
97832,Secondary cancer of the cervix,,,B58y211,,,,,,,,
70736,Secondary malignant neoplasm of vagina,,,B58y300,,,,,,,,
60335,Secondary malignant neoplasm of vulva,,,B58y400,,,,,,,,
65490,Secondary cancer of the vulva,,,B58y411,,,,,,,,
21590,Secondary malignant neoplasm of prostate,,,B58y500,,,,,,,,
34145,Secondary malignant neoplasm of testis,,,B58y600,,,,,,,,
49145,Secondary malignant neoplasm of penis,,,B58y700,,,,,,,,
45824,Secondary malignant neoplasm of tongue,,,B58y900,,,,,,,,
22524,Secondary malignant neoplasm of other specified site NOS,,,B58yz00,,,,,,,,
16500,Secondary malignant neoplasm of other specified site NOS,,,B58z.00,,,,,,,,
47810,Malignant neoplasm of unspecified site,,,B59..00,,,,,,,,
13569,Disseminated malignancy NOS,,,B590.00,,,,,,,,
6170,Carcinomatosis,,,B590.11,,,,,,,,
26034,Other malignant neoplasm NOS,,,B591.00,,,,,,,,
51352,Malignant neoplasms of independent (primary) multiple sites,,,B592.00,,,,,,,,
65466,Kaposi's sarcoma of multiple organs,,,B592X00,,,,,,,,
11035,Primary malignant neoplasm of unknown site,,,B593.00,,,,,,,,
54679,Secondary malignant neoplasm of unknown site,,,B594.00,,,,,,,,
54267,Malignant neoplasm of unspecified site NOS,,,B59z.00,,,,,,,,
49525,"Kaposi's sarcoma, unspecified",,,B59zX00,,,,,,,,
38736,Malignant neoplasm of other and unspecified site OS,,,B5y..00,,,,,,,,
1056,Malignant neoplasm of other and unspecified site NOS,,,B5z..00,,,,,,,,
12323,Malignant neoplasm of lymphatic and haemopoietic tissue,,,B6...00,,,,,,,,
37112,Malignant neoplasm of histiocytic tissue,,,B6...11,,,,,,,,
41369,Lymphosarcoma and reticulosarcoma,,,B60..00,,,,,,,,
1481,Reticulosarcoma,,,B600.00,,,,,,,,
60242,Reticulosarcoma of unspecified site,,,B600000,,,,,,,,
71031,"Reticulosarcoma of lymph nodes of head, face and neck",,,B600100,,,,,,,,
70374,Reticulosarcoma of intra-abdominal lymph nodes,,,B600300,,,,,,,,
95058,Reticulosarcoma of spleen,,,B600700,,,,,,,,
99240,Reticulosarcoma NOS,,,B600z00,,,,,,,,
27416,Lymphosarcoma,,,B601.00,,,,,,,,
71625,Lymphosarcoma of unspecified site,,,B601000,,,,,,,,
71238,"Lymphosarcoma of lymph nodes of head, face and neck",,,B601100,,,,,,,,
62380,Lymphosarcoma of intrathoracic lymph nodes,,,B601200,,,,,,,,
64670,Lymphosarcoma of intra-abdominal lymph nodes,,,B601300,,,,,,,,
100352,Lymphosarcoma of lymph nodes of inguinal region and leg,,,B601500,,,,,,,,
103245,Lymphosarcoma of spleen,,,B601700,,,,,,,,
63723,Lymphosarcoma NOS,,,B601z00,,,,,,,,
21402,Burkitt's lymphoma,,,B602.00,,,,,,,,
59115,"Burkitt's lymphoma of lymph nodes of head, face and neck",,,B602100,,,,,,,,
100006,Burkitt's lymphoma of intrathoracic lymph nodes,,,B602200,,,,,,,,
97577,Burkitt's lymphoma of intra-abdominal lymph nodes,,,B602300,,,,,,,,
92380,Burkitt's lymphoma of lymph nodes of inguinal region and leg,,,B602500,,,,,,,,
71304,Burkitt's lymphoma NOS,,,B602z00,,,,,,,,
99887,Other specified reticulosarcoma or lymphosarcoma,,,B60y.00,,,,,,,,
99951,Reticulosarcoma or lymphosarcoma NOS,,,B60z.00,,,,,,,,
2462,Hodgkin's disease,,,B61..00,,,,,,,,
65489,Hodgkin's paragranuloma,,,B610.00,,,,,,,,
100423,"Hodgkin's paragranuloma of lymph nodes of head, face, neck",,,B610100,,,,,,,,
98840,Hodgkin's paragranuloma of intra-abdominal lymph nodes,,,B610300,,,,,,,,
44196,Hodgkin's granuloma,,,B611.00,,,,,,,,
98909,"Hodgkin's granuloma of lymph nodes of head, face and neck",,,B611100,,,,,,,,
64036,Hodgkin's sarcoma,,,B612.00,,,,,,,,
68039,Hodgkin's sarcoma of lymph nodes of axilla and upper limb,,,B612400,,,,,,,,
38939,"Hodgkin's disease, lymphocytic-histiocytic predominance",,,B613.00,,,,,,,,
71142,"Hodgkin's, lymphocytic-histiocytic predominance unspec site",,,B613000,,,,,,,,
68330,"Hodgkin's, lymphocytic-histiocytic pred of head, face, neck",,,B613100,,,,,,,,
92245,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes",,,B613200,,,,,,,,
73532,"Hodgkin's, lymphocytic-histiocytic pred intra-abdominal node",,,B613300,,,,,,,,
93951,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg",,,B613500,,,,,,,,
95338,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",,,B613600,,,,,,,,
29876,"Hodgkin's, lymphocytic-histiocytic predominance NOS",,,B613z00,,,,,,,,
29178,"Hodgkin's disease, nodular sclerosis",,,B614.00,,,,,,,,
57225,"Hodgkin's disease, nodular sclerosis of unspecified site",,,B614000,,,,,,,,
55303,"Hodgkin's nodular sclerosis of head, face and neck",,,B614100,,,,,,,,
67506,Hodgkin's nodular sclerosis of intrathoracic lymph nodes,,,B614200,,,,,,,,
61149,Hodgkin's nodular sclerosis of intra-abdominal lymph nodes,,,B614300,,,,,,,,
65483,Hodgkin's nodular sclerosis of lymph nodes of axilla and arm,,,B614400,,,,,,,,
19140,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,,,B614800,,,,,,,,
63054,"Hodgkin's disease, nodular sclerosis NOS",,,B614z00,,,,,,,,
49605,"Hodgkin's disease, mixed cellularity",,,B615.00,,,,,,,,
97863,"Hodgkin's disease, mixed cellularity of unspecified site",,,B615000,,,,,,,,
94407,"Hodgkin's mixed cellularity of lymph nodes head, face, neck",,,B615100,,,,,,,,
58684,Hodgkin's mixed cellularity of intrathoracic lymph nodes,,,B615200,,,,,,,,
94005,"Hodgkin's disease, mixed cellularity NOS",,,B615z00,,,,,,,,
67703,"Hodgkin's disease, lymphocytic depletion",,,B616.00,,,,,,,,
95049,Hodgkin's lymphocytic depletion of unspecified site,,,B616000,,,,,,,,
63625,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,,,B616400,,,,,,,,
101715,"Hodgkin's disease, lymphocytic depletion of spleen",,,B616700,,,,,,,,
101530,"Hodgkin's disease, lymphocytic depletion NOS",,,B616z00,,,,,,,,
53397,Hodgkin's disease NOS,,,B61z.00,,,,,,,,
61662,"Hodgkin's disease NOS, unspecified site",,,B61z000,,,,,,,,
59778,"Hodgkin's disease NOS of lymph nodes of head, face and neck",,,B61z100,,,,,,,,
59755,Hodgkin's disease NOS of intrathoracic lymph nodes,,,B61z200,,,,,,,,
91900,Hodgkin's disease NOS of lymph nodes of axilla and arm,,,B61z400,,,,,,,,
99012,Hodgkin's disease NOS of lymph nodes inguinal region and leg,,,B61z500,,,,,,,,
94279,Hodgkin's disease NOS of spleen,,,B61z700,,,,,,,,
97746,Hodgkin's disease NOS of lymph nodes of multiple sites,,,B61z800,,,,,,,,
42461,Hodgkin's disease NOS,,,B61zz00,,,,,,,,
33333,Other malignant neoplasm of lymphoid and histiocytic tissue,,,B62..00,,,,,,,,
5179,Nodular lymphoma (Brill - Symmers disease),,,B620.00,,,,,,,,
66327,Nodular lymphoma of unspecified site,,,B620000,,,,,,,,
45264,"Nodular lymphoma of lymph nodes of head, face and neck",,,B620100,,,,,,,,
92068,Nodular lymphoma of intra-abdominal lymph nodes,,,B620300,,,,,,,,
94995,Nodular lymphoma of lymph nodes of inguinal region and leg,,,B620500,,,,,,,,
58082,Nodular lymphoma of lymph nodes of multiple sites,,,B620800,,,,,,,,
65701,Nodular lymphoma NOS,,,B620z00,,,,,,,,
12006,Mycosis fungoides,,,B621.00,,,,,,,,
95949,Mycosis fungoides of unspecified site,,,B621000,,,,,,,,
91674,Mycosis fungoides of intra-abdominal lymph nodes,,,B621300,,,,,,,,
96379,Mycosis fungoides of lymph nodes of axilla and upper limb,,,B621400,,,,,,,,
72714,Mycosis fungoides of lymph nodes of inguinal region and leg,,,B621500,,,,,,,,
95012,Mycosis fungoides of lymph nodes of multiple sites,,,B621800,,,,,,,,
38005,Mycosis fungoides NOS,,,B621z00,,,,,,,,
35014,Sezary's disease,,,B622.00,,,,,,,,
100532,Sezary's disease NOS,,,B622z00,,,,,,,,
44267,Malignant histiocytosis,,,B623.00,,,,,,,,
69497,Malignant histiocytosis of unspecified site,,,B623000,,,,,,,,
94415,"Malignant histiocytosis of lymph nodes head, face and neck",,,B623100,,,,,,,,
65642,Malignant histiocytosis of intra-abdominal lymph nodes,,,B623300,,,,,,,,
58871,Malignant histiocytosis NOS,,,B623z00,,,,,,,,
27330,Leukaemic reticuloendotheliosis,,,B624.00,,,,,,,,
5137,Leukaemic reticuloendotheliosis,,,B624.11,,,,,,,,
87335,Hairy cell leukaemia,,,B624.12,,,,,,,,
65122,Leukaemic reticuloendotheliosis of unspecified sites,,,B624000,,,,,,,,
65123,Leukaemic reticuloend of intra-abdominal lymph nodes,,,B624300,,,,,,,,
73777,Leukaemic reticuloendotheliosis NOS,,,B624z00,,,,,,,,
34926,Letterer-Siwe disease,,,B625.00,,,,,,,,
4870,"Histiocytosis X (acute, progressive)",,,B625.11,,,,,,,,
102715,Letterer-Siwe disease of unspecified sites,,,B625000,,,,,,,,
102158,Letterer-Siwe disease of intrathoracic lymph nodes,,,B625200,,,,,,,,
54083,Letterer-Siwe disease of lymph nodes of multiple sites,,,B625800,,,,,,,,
47204,Letterer-Siwe disease NOS,,,B625z00,,,,,,,,
15036,Malignant mast cell tumours,,,B626.00,,,,,,,,
103900,Mast cell malignancy of unspecified site,,,B626000,,,,,,,,
100615,Mast cell malignancy of lymph nodes inguinal region and leg,,,B626500,,,,,,,,
31324,Mast cell malignancy of lymph nodes of multple sites,,,B626800,,,,,,,,
89657,Malignant mast cell tumour NOS,,,B626z00,,,,,,,,
3604,Non - Hodgkin's lymphoma,,,B627.00,,,,,,,,
28639,Follicular non-Hodgkin's small cleaved cell lymphoma,,,B627000,,,,,,,,
70842,Follicular non-Hodg mixed sml cleavd & lge cell lymphoma,,,B627100,,,,,,,,
49262,Follicular non-Hodgkin's large cell lymphoma,,,B627200,,,,,,,,
50668,Diffuse non-Hodgkin's small cell (diffuse) lymphoma,,,B627300,,,,,,,,
50695,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma,,,B627500,,,,,,,,
53551,Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma,,,B627600,,,,,,,,
17460,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma,,,B627700,,,,,,,,
65180,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),,,B627800,,,,,,,,
95715,Mucosa-associated lymphoma,,,B627900,,,,,,,,
95545,Maltoma,,,B627911,,,,,,,,
101114,Diffuse non-Hodgkin's large cell lymphoma,,,B627A00,,,,,,,,
31576,Other types of follicular non-Hodgkin's lymphoma,,,B627B00,,,,,,,,
21549,Follicular non-Hodgkin's lymphoma,,,B627C00,,,,,,,,
17182,Follicular lymphoma NOS,,,B627C11,,,,,,,,
70509,Diffuse non-Hodgkin's centroblastic lymphoma,,,B627D00,,,,,,,,
102594,Diffuse large B-cell lymphoma,,,B627E00,,,,,,,,
31794,Unspecified B-cell non-Hodgkin's lymphoma,,,B627W00,,,,,,,,
39798,"Diffuse non-Hodgkin's lymphoma, unspecified",,,B627X00,,,,,,,,
17887,Malignant lymphoma otherwise specified,,,B62x.00,,,,,,,,
90201,T-zone lymphoma,,,B62x000,,,,,,,,
57737,Lymphoepithelioid lymphoma,,,B62x100,,,,,,,,
12464,Peripheral T-cell lymphoma,,,B62x200,,,,,,,,
62437,Malignant reticulosis,,,B62x400,,,,,,,,
58962,Malignant immunoproliferative small intestinal disease,,,B62x500,,,,,,,,
95630,True histiocytic lymphoma,,,B62x600,,,,,,,,
44318,Oth and unspecif peripheral & cutaneous T-cell lymphomas,,,B62xX00,,,,,,,,
12335,Malignant lymphoma NOS,,,B62y.00,,,,,,,,
57427,Malignant lymphoma NOS of unspecified site,,,B62y000,,,,,,,,
50696,"Malignant lymphoma NOS of lymph nodes of head, face and neck",,,B62y100,,,,,,,,
72725,Malignant lymphoma NOS of intrathoracic lymph nodes,,,B62y200,,,,,,,,
42579,Malignant lymphoma NOS of intra-abdominal lymph nodes,,,B62y300,,,,,,,,
34089,Malignant lymphoma NOS of lymph nodes of axilla and arm,,,B62y400,,,,,,,,
63105,Malignant lymphoma NOS of lymph node inguinal region and leg,,,B62y500,,,,,,,,
71262,Malignant lymphoma NOS of intrapelvic lymph nodes,,,B62y600,,,,,,,,
60092,Malignant lymphoma NOS of spleen,,,B62y700,,,,,,,,
15504,Malignant lymphoma NOS of lymph nodes of multiple sites,,,B62y800,,,,,,,,
15027,Malignant lymphoma NOS,,,B62yz00,,,,,,,,
65434,Malignant neoplasms of lymphoid and histiocytic tissue NOS,,,B62z.00,,,,,,,,
64427,Unspec malig neop lymphoid/histiocytic lymph node head/neck,,,B62z100,,,,,,,,
93384,Unspec malig neop lymphoid/histiocytic of intrathoracic node,,,B62z200,,,,,,,,
103353,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes,,,B62z300,,,,,,,,
71609,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg,,,B62z500,,,,,,,,
101465,Unspec malig neop lymphoid/histiocytic of multiple sites,,,B62z800,,,,,,,,
95792,Lymphoid and histiocytic malignancy NOS,,,B62zz00,,,,,,,,
70716,Immunoproliferative neoplasm,,,B62zz11,,,,,,,,
37182,Multiple myeloma and immunoproliferative neoplasms,,,B63..00,,,,,,,,
4944,Multiple myeloma,,,B630.00,,,,,,,,
43552,Kahler's disease,,,B630.11,,,,,,,,
15211,Myelomatosis,,,B630.12,,,,,,,,
22158,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",,,B630000,,,,,,,,
19028,Solitary myeloma,,,B630100,,,,,,,,
21329,Plasmacytoma NOS,,,B630200,,,,,,,,
46042,Lambda light chain myeloma,,,B630300,,,,,,,,
39187,Plasma cell leukaemia,,,B631.00,,,,,,,,
64567,Other immunoproliferative neoplasms,,,B63y.00,,,,,,,,
43450,Immunoproliferative neoplasm or myeloma NOS,,,B63z.00,,,,,,,,
19372,Lymphoid leukaemia,,,B64..00,,,,,,,,
4222,Lymphatic leukaemia,,,B64..11,,,,,,,,
4251,Acute lymphoid leukaemia,,,B640.00,,,,,,,,
8625,Chronic lymphoid leukaemia,,,B641.00,,,,,,,,
27790,Chronic lymphatic leukaemia,,,B641.11,,,,,,,,
72774,Subacute lymphoid leukaemia,,,B642.00,,,,,,,,
49725,Other lymphoid leukaemia,,,B64y.00,,,,,,,,
31586,Prolymphocytic leukaemia,,,B64y100,,,,,,,,
37461,Adult T-cell leukaemia,,,B64y200,,,,,,,,
38331,Other lymphoid leukaemia NOS,,,B64yz00,,,,,,,,
38914,Lymphoid leukaemia NOS,,,B64z.00,,,,,,,,
7176,Myeloid leukaemia,,,B65..00,,,,,,,,
4413,Acute myeloid leukaemia,,,B650.00,,,,,,,,
10726,Chronic myeloid leukaemia,,,B651.00,,,,,,,,
31701,Chronic granulocytic leukaemia,,,B651.11,,,,,,,,
100786,Chronic eosinophilic leukaemia,,,B651000,,,,,,,,
102783,Chronic neutrophilic leukaemia,,,B651200,,,,,,,,
27520,Chronic myeloid leukaemia NOS,,,B651z00,,,,,,,,
63475,Subacute myeloid leukaemia,,,B652.00,,,,,,,,
70724,Myeloid sarcoma,,,B653.00,,,,,,,,
52327,Chloroma,,,B653000,,,,,,,,
39629,Granulocytic sarcoma,,,B653100,,,,,,,,
27664,Acute promyelocytic leukaemia,,,B65y100,,,,,,,,
66089,Other myeloid leukaemia NOS,,,B65yz00,,,,,,,,
33344,Myeloid leukaemia NOS,,,B65z.00,,,,,,,,
35875,Monocytic leukaemia,,,B66..00,,,,,,,,
67700,Monoblastic leukaemia,,,B66..12,,,,,,,,
19974,Acute monocytic leukaemia,,,B660.00,,,,,,,,
27458,Chronic monocytic leukaemia,,,B661.00,,,,,,,,
101606,Subacute monocytic leukaemia,,,B662.00,,,,,,,,
99015,Other monocytic leukaemia,,,B66y.00,,,,,,,,
103645,Other monocytic leukaemia NOS,,,B66yz00,,,,,,,,
93342,Monocytic leukaemia NOS,,,B66z.00,,,,,,,,
37272,Other specified leukaemia,,,B67..00,,,,,,,,
42539,Acute erythraemia and erythroleukaemia,,,B670.00,,,,,,,,
27340,Di Guglielmo's disease,,,B670.11,,,,,,,,
37468,Chronic erythraemia,,,B671.00,,,,,,,,
63653,Heilmeyer - Schoner disease,,,B671.11,,,,,,,,
57671,Megakaryocytic leukaemia,,,B672.00,,,,,,,,
65777,Thrombocytic leukaemia,,,B672.11,,,,,,,,
65721,Mast cell leukaemia,,,B673.00,,,,,,,,
50858,Acute panmyelosis,,,B674.00,,,,,,,,
28276,Acute myelofibrosis,,,B675.00,,,,,,,,
94174,Other and unspecified leukaemia,,,B67y.00,,,,,,,,
72197,Lymphosarcoma cell leukaemia,,,B67y000,,,,,,,,
99413,Other and unspecified leukaemia NOS,,,B67yz00,,,,,,,,
30632,Other specified leukaemia NOS,,,B67z.00,,,,,,,,
25191,Leukaemia of unspecified cell type,,,B68..00,,,,,,,,
4072,Acute leukaemia NOS,,,B680.00,,,,,,,,
16416,Chronic leukaemia NOS,,,B681.00,,,,,,,,
54793,Subacute leukaemia NOS,,,B682.00,,,,,,,,
34692,Other leukaemia of unspecified cell type,,,B68y.00,,,,,,,,
4250,Leukaemia NOS,,,B68z.00,,,,,,,,
20440,Myelomonocytic leukaemia,,,B69..00,,,,,,,,
61500,Acute myelomonocytic leukaemia,,,B690.00,,,,,,,,
22050,Chronic myelomonocytic leukaemia,,,B691.00,,,,,,,,
30646,Malignant neoplasm lymphatic or haematopoietic tissue OS,,,B6y..00,,,,,,,,
