medcode	readcode	clinical_events	immunisation_events	referral_events	test_events	read_term	database_build
85089	"BA02z00"	2	0	0	0	"Neoplasm of unspec nature of bone, skin or soft tissue NOS"	"February 2009"
73086	"BA02.00"	4	0	0	0	"Neoplasm of unspecified nature of bone, skin and soft tissue"	"February 2009"
20539	"BA02200"	157	0	29	0	"Neoplasm of unspecified nature of skin"	"February 2009"
46254	"2FT7.00"	234	0	138	0	"Non-healing pigmented skin lesion"	"February 2009"
20361	"G771.00"	629	0	63	0	"Non-neoplastic naevus"	"February 2009"
60548	"G771z00"	158	0	4	0	"Non-neoplastic naevus NOS"	"February 2009"
3249	"2F4..00"	13928	0	1981	16	"O/E - nodules in skin"	"February 2009"
7598	"2FT..00"	46652	0	10733	93	"O/E - pigmented skin lesion"	"February 2009"
42417	"2FE..11"	144	0	0	0	"O/E - rhagades"	"February 2009"
3103	"2F15.00"	851	0	37	0	"O/E - rough skin"	"February 2009"
10361	"2F9..11"	2105	0	372	278	"O/E - scaling on skin"	"February 2009"
17171	"2FI..00"	3181	0	522	0	"O/E - sinus in skin"	"February 2009"
51625	"2F94.00"	30	0	1	0	"O/E - skin - large scales"	"February 2009"
61358	"2F93.00"	31	0	0	0	"O/E - skin - small scales"	"February 2009"
6946	"2F6..00"	2575	0	134	0	"O/E - skin bullae"	"February 2009"
46058	"2F6Z.00"	31	0	2	0	"O/E - skin bullae NOS"	"February 2009"
35644	"2F62.00"	61	0	1	0	"O/E - skin bullae present"	"February 2009"
38737	"2FA..00"	33	0	1	0	"O/E - skin burrows"	"February 2009"
66993	"2FA2.00"	5	0	0	0	"O/E - skin burrows present"	"February 2009"
23844	"2FM..00"	4433	0	39	0	"O/E - skin colour"	"February 2009"
66886	"2922.00"	48	0	0	0	"O/E - skin colour abnormal"	"February 2009"
16431	"2HD..00"	6849	0	1624	0	"O/E - skin colour over lesion"	"February 2009"
8717	"2FH..00"	1504	0	59	0	"O/E - skin crust"	"February 2009"
66742	"2FH3.00"	13	0	0	0	"O/E - skin crust - blood"	"February 2009"
58715	"2FH4.00"	23	0	0	0	"O/E - skin crust - pus"	"February 2009"
96499	"2FH5.00"	8	0	0	0	"O/E - skin crust - serum"	"April 2009"
27625	"2FHZ.00"	59	0	3	0	"O/E - skin crust NOS"	"February 2009"
14666	"2FH2.00"	1889	0	45	0	"O/E - skin crust present"	"February 2009"
323	"2FD..00"	242395	0	34101	357	"O/E - skin cyst"	"February 2009"
16338	"2FDZ.00"	1524	0	43	0	"O/E - skin cyst NOS"	"February 2009"
4121	"2FD2.00"	2307	0	67	0	"O/E - skin cyst present"	"February 2009"
21742	"2FZ..00"	1291	0	9	0	"O/E - skin examination NOS"	"February 2009"
8099	"2FE..12"	4276	0	140	0	"O/E - skin fissure"	"February 2009"
21752	"2FE..00"	196	0	2	0	"O/E - skin fissures (rhagades)"	"February 2009"
27556	"2FEZ.00"	92	0	0	0	"O/E - skin fissures NOS"	"February 2009"
14920	"2FE2.00"	4545	0	147	5	"O/E - skin fissures present"	"February 2009"
12603	"2FZ..11"	5119	0	19	0	"O/E - skin lesion"	"February 2009"
30562	"2FY..00"	4908	0	356	0	"O/E - skin lesion"	"February 2009"
19176	"2F4Z.00"	335	0	11	0	"O/E - skin nodules NOS"	"February 2009"
19456	"2F42.00"	457	0	22	0	"O/E - skin nodules present"	"February 2009"
8705	"258..11"	3257	0	191	0	"O/E - skin of abdomen"	"February 2009"
98990	"2HE2.00"	2	0	0	0	"O/E - skin over lesion cold"	"April 2010"
99150	"2HE4.00"	4	0	0	0	"O/E - skin over lesion hot"	"April 2010"
37252	"2HD1.00"	17	0	1	0	"O/E - skin over lesion-normal"	"February 2009"
8855	"2FC..00"	2076	0	138	0	"O/E - skin plaques"	"February 2009"
57230	"2FCZ.00"	50	0	2	0	"O/E - skin plaques NOS"	"February 2009"
37287	"2FC2.00"	161	0	5	0	"O/E - skin plaques present"	"February 2009"
12190	"2FM0.00"	4904	0	148	2	"O/E - skin red"	"February 2009"
29499	"2HD2.00"	113	0	10	0	"O/E - skin red over lesion"	"February 2009"
7439	"2F9..00"	1427	0	24	2	"O/E - skin scales"	"February 2009"
36353	"2F9Z.00"	60	0	1	0	"O/E - skin scales NOS"	"February 2009"
47422	"2F92.00"	184	0	1	0	"O/E - skin scales present"	"February 2009"
8579	"2FG..00"	15752	0	1178	0	"O/E - skin scar"	"February 2009"
37294	"2FGZ.00"	187	0	11	0	"O/E - skin scar NOS"	"February 2009"
63735	"2HD4.00"	9	0	0	0	"O/E - skin shiny over lesion"	"February 2009"
51175	"2FI3.00"	19	0	0	0	"O/E - skin sinus -after injury"	"February 2009"
27296	"2FIZ.00"	188	0	20	0	"O/E - skin sinus NOS"	"February 2009"
7077	"2FJ..00"	23122	0	745	3	"O/E - skin tags"	"February 2009"
49522	"2HE..00"	17	0	1	0	"O/E - skin temp. over lesion"	"February 2009"
6207	"2FF..00"	30054	0	1777	1	"O/E - skin ulcer"	"February 2009"
29007	"2FFZ.00"	445	0	4	0	"O/E - skin ulcer NOS"	"February 2009"
1727	"2FF2.00"	6624	0	660	6	"O/E - skin ulcer present"	"February 2009"
9344	"2F14.12"	13463	0	170	0	"O/E - splinter in skin"	"February 2009"
601	"2FI4.00"	1010	0	197	2	"O/E - suppuration skin sinus"	"February 2009"
24787	"2F17.00"	643	0	18	0	"O/E - thin skin"	"February 2009"
17296	"2F5..11"	896	0	24	0	"O/E - vesicles in skin"	"February 2009"
59003	"26I2.00"	16	0	1	0	"O/E -breast lump fixed to skin"	"February 2009"
29274	"2HDZ.00"	27	0	2	0	"O/E -skin colour on lesion NOS"	"February 2009"
46638	"2HD5.00"	8	0	0	0	"O/E -skin cyanosed over lesion"	"February 2009"
35739	"2FI2.00"	97	0	2	0	"O/E -skin sinus-post operation"	"February 2009"
37368	"2HD3.00"	87	0	10	0	"O/E-skin pigmented over lesion"	"February 2009"
59915	"2HE1.00"	11	0	0	0	"O/E-skin temp.on lesion normal"	"February 2009"
31828	"M261900"	82	0	2	0	"Occupational acne"	"February 2009"
30656	"2FT5.00"	36	0	2	0	"Oozing of pigmented skin lesion"	"February 2009"
10393	"7G25.00"	1989	0	2	2	"Opening of skin"	"February 2009"
94290	"7G25.12"	4	0	0	0	"Opening of skin including head or neck"	"February 2009"
55990	"7G25z00"	66	0	1	0	"Opening of skin NOS"	"February 2009"
52188	"7136.11"	3	0	0	0	"Operations on skin of nipple"	"February 2009"
4065	"M261.00"	71768	0	1522	12	"Other acne"	"February 2009"
15655	"M261z00"	2126	0	28	0	"Other acne NOS"	"February 2009"
17818	"M21..00"	549	0	16	0	"Other atrophic and hypertrophic conditions of skin"	"February 2009"
2466	"7G0C.00"	15977	0	1955	1747	"Other biopsy of skin"	"February 2009"
1462	"7G0Cz00"	16101	0	3397	2452	"Other biopsy of skin NOS"	"February 2009"
42116	"7G08.00"	37	0	1	0	"Other destruction of lesion of skin of head or neck"	"February 2009"
45601	"7G08z00"	13	0	1	0	"Other destruction of lesion of skin of head or neck NOS"	"February 2009"
59582	"7G08y00"	18	0	0	0	"Other destruction of lesion of skin of head or neck OS"	"February 2009"
4790	"7G09.00"	2074	0	15	1	"Other destruction of lesion of skin of other site"	"February 2009"
4934	"7G09z00"	660	0	6	1	"Other destruction of lesion of skin of other site NOS"	"February 2009"
4138	"7G09y00"	240	0	8	0	"Other destruction of lesion of skin of other site OS"	"February 2009"
18623	"7G05.00"	6692	0	210	1	"Other excision of lesion of skin"	"February 2009"
18874	"7G05.11"	236	0	7	0	"Other excision of lesion of skin including head and neck"	"February 2009"
3760	"7G03.00"	44772	0	233	1104	"Other excision of skin"	"February 2009"
20353	"7G03.11"	192	0	4	0	"Other excision of skin including head or neck"	"February 2009"
5948	"7G03z00"	4667	0	20	0	"Other excision of skin NOS"	"February 2009"
24867	"M07..00"	5264	0	10	0	"Other local infections of skin and subcutaneous tissue"	"February 2009"
4632	"B33..00"	15447	0	994	1	"Other malignant neoplasm of skin"	"February 2009"
42054	"7G2Gz00"	364	0	1	0	"Other operation on skin NOS"	"February 2009"
23375	"7C16100"	164	0	26	0	"Other operation on skin of male perineum"	"February 2009"
37926	"7G2G.00"	331	0	1	0	"Other operations on skin"	"February 2009"
14687	"M2yz.00"	10661	0	497	11	"Other skin and subcutaneous tissue disease NOS"	"February 2009"
19125	"M2z..00"	1776	0	16	0	"Other skin and subcutaneous tissue disease NOS"	"February 2009"
18151	"M2...00"	2153	0	33	0	"Other skin and subcutaneous tissue disorders"	"February 2009"
22151	"M1...00"	12867	0	538	7	"Other skin and subcutaneous tissue inflammatory conditions"	"February 2009"
8899	"M07yz00"	780	0	11	0	"Other spec local skin/subc infection NOS"	"February 2009"
36275	"M21yz00"	46	0	2	0	"Other spec skin atrophic and hypertrophic conditions NOS"	"February 2009"
44763	"M21y.00"	65	0	1	0	"Other specified atrophic and hypertrophic conditions of skin"	"February 2009"
19145	"7G06y00"	163	0	4	0	"Other specified curettage of lesion of skin"	"February 2009"
50020	"AB0y.00"	159	0	0	0	"Other specified dermatophytosis"	"February 2009"
43105	"My...00"	178	0	11	1	"Other specified diseases of skin or subcutaneous tissue"	"February 2009"
41222	"M2y..00"	194	0	2	0	"Other specified diseases of skin or subcutaneous tissue"	"February 2009"
9166	"7G05y00"	1316	0	2	0	"Other specified excision of lesion of skin"	"February 2009"
63221	"7G2Fw00"	8	0	1	0	"Other specified exploration of skin of head or neck"	"February 2009"
6848	"M0y..00"	4651	0	57	0	"Other specified infections of skin or subcutaneous tissue"	"February 2009"
28969	"7G25y00"	35	0	0	0	"Other specified opening of skin"	"February 2009"
4196	"7G2Gy00"	1099	0	77	0	"Other specified operation on skin"	"February 2009"
35636	"7Gy..00"	416	0	1	0	"Other specified operations on skin"	"February 2009"
41679	"7G0Cy00"	62	0	0	0	"Other specified other biopsy of skin"	"February 2009"
19135	"7G03y00"	1812	0	1	342	"Other specified other excision of skin"	"February 2009"
70605	"7G07y00"	7	0	0	0	"Other specified photodestruction of lesion of skin"	"February 2009"
20097	"7G00y00"	149	0	7	0	"Other specified plastic excision of skin of head or neck"	"February 2009"
58081	"7G0Ay00"	96	0	0	0	"Other specified punch biopsy of skin"	"February 2009"
44031	"7G0By00"	25	0	0	0	"Other specified shave biopsy of skin"	"February 2009"
12755	"PH3..00"	74	0	2	0	"Other specified skin anomalies"	"February 2009"
14680	"M2y4z00"	26686	0	888	4	"Other specified skin disorder NOS"	"February 2009"
33860	"M2y4.00"	271	0	11	0	"Other specified skin disorders"	"February 2009"
96585	"B32y000"	1	0	0	0	"Overlapping malignant melanoma of skin"	"April 2009"
17967	"7732500"	873	0	6	1	"Painting of perianal warts"	"February 2009"
7784	"7D03500"	1505	0	20	1	"Painting of vulval warts"	"February 2009"
10537	"7G09400"	1880	0	20	0	"Painting of warts NEC"	"February 2009"
29606	"7G08400"	223	0	13	0	"Painting of warts of head or neck"	"February 2009"
1099	"B76..15"	113165	0	8145	61	"Papilloma of skin"	"February 2009"
18524	"M2X..00"	105	0	11	0	"Papulosquamous disorder, unspecified"	"February 2009"
20304	"M103.00"	310	0	2	0	"Parakeratosis"	"February 2009"
6443	"A781212"	15654	0	580	0	"Penile warts"	"February 2009"
1919	"A781300"	10724	0	761	3	"Perianal warts"	"February 2009"
31069	"7G07.00"	271	0	1	0	"Photodestruction of lesion of skin"	"February 2009"
35854	"7G07z00"	12	0	0	0	"Photodestruction of lesion of skin NOS"	"February 2009"
42953	"7G07200"	6	0	0	0	"Photodestruction of lesion of skin of head or neck NEC"	"February 2009"
32350	"ZX1D.00"	298	0	19	0	"Picking own skin"	"February 2009"
473	"B76..16"	39102	0	7340	28	"Pigmented naevus"	"February 2009"
3087	"M2yC.00"	27887	0	7018	11	"Pigmented skin lesion"	"February 2009"
5700	"A781400"	222853	0	7683	59	"Plain wart"	"February 2009"
7274	"A781411"	3577	0	55	0	"Plane wart"	"February 2009"
39854	"7G00.00"	192	0	1	0	"Plastic excision of skin of head or neck"	"February 2009"
59946	"7G00z00"	87	0	0	0	"Plastic excision of skin of head or neck NOS"	"February 2009"
19746	"7G01.00"	85	0	17	0	"Plastic excision of skin tissue of abdominal wall"	"February 2009"
29963	"7G01z00"	24	0	0	0	"Plastic excision of skin tissue of abdominal wall NOS"	"February 2009"
27970	"7G01y00"	25	0	2	0	"Plastic excision of skin tissue of abdominal wall OS"	"February 2009"
44014	"7G02.00"	577	0	0	0	"Plastic excision of skin tissue of other site"	"February 2009"
20220	"7G02z00"	224	0	29	0	"Plastic excision of skin tissue of other site NOS"	"February 2009"
45293	"7G02y00"	76	0	2	0	"Plastic excision of skin tissue of other site OS"	"February 2009"
63531	"7G01.11"	26	0	5	0	"Plastic excision of skin/subcutaneous tissue abdominal wall"	"February 2009"
28346	"7G00.11"	68	0	8	0	"Plastic excision of skin/subcutaneous tissue of head or neck"	"February 2009"
40405	"7G02.11"	127	0	15	0	"Plastic excision of skin/subcutaneous tissue of other site"	"February 2009"
35380	"M21yB00"	348	0	10	0	"Porokeratosis of Mibelli"	"February 2009"
28709	"7G0A100"	1006	0	2	0	"Punch biopsy of lesion of skin NEC"	"February 2009"
44705	"7G0A000"	402	0	1	1	"Punch biopsy of lesion of skin of head or neck"	"February 2009"
8507	"7G0A.00"	22844	0	132	12	"Punch biopsy of skin"	"February 2009"
51407	"7G0Az00"	823	0	1	0	"Punch biopsy of skin NOS"	"February 2009"
4360	"M261A00"	9181	0	387	1	"Pustular acne"	"February 2009"
42700	"7G03F00"	72	0	0	0	"Radical excision of lesion of skin"	"February 2009"
31769	"G849100"	584	0	48	0	"Rectal skin tag"	"February 2009"
107585	"A781700"	17	0	0	0	"Recurrent genital warts"	"January 2014"
498	"7G03311"	39920	0	1373	104	"Removal of mole of skin by excision"	"February 2009"
9487	"7G03C11"	1036	0	42	1	"Removal of mole of skin of head or neck by excision"	"February 2009"
3508	"7G0..12"	5876	0	174	0	"Removal of mole of skin operations"	"February 2009"
1614	"AB0..12"	171093	0	674	15	"Ringworm"	"February 2009"
1940	"B33..13"	21556	0	8008	5	"Rodent ulcer"	"February 2009"
45243	"ZX1F.00"	74	0	1	0	"Rubbing own skin"	"February 2009"
27769	"AD53.00"	254	0	12	0	"Sarcoidosis of skin"	"February 2009"
5146	"M2y1.00"	2443	0	536	0	"Scar conditions and fibrosis of skin"	"February 2009"
60291	"Z1R7.00"	8	0	0	0	"Scrubbing skin"	"February 2009"
919	"M223.00"	313690	0	7297	237	"Seborrhoeic keratosis"	"February 2009"
644	"M22z.12"	112104	0	6306	152	"Seborrhoeic wart"	"February 2009"
2092	"M221.11"	202690	0	5143	0	"Seborrhoeic wart"	"February 2009"
4959	"M22C.00"	88111	0	3017	9	"Seborrhoeic wart"	"February 2009"
19945	"B582.00"	347	0	41	27	"Secondary malignant neoplasm of skin"	"February 2009"
55096	"B582z00"	36	0	1	0	"Secondary malignant neoplasm of skin NOS"	"February 2009"
9505	"B582600"	71	0	2	0	"Secondary malignant neoplasm of skin of breast"	"February 2009"
100296	"B582100"	10	0	0	0	"Secondary malignant neoplasm of skin of face"	"July 2010"
43930	"B582000"	13	0	0	0	"Secondary malignant neoplasm of skin of head"	"February 2009"
48828	"B582500"	13	0	0	0	"Secondary malignant neoplasm of skin of hip and leg"	"February 2009"
35999	"B582200"	11	0	0	0	"Secondary malignant neoplasm of skin of neck"	"February 2009"
63896	"B582400"	6	0	0	0	"Secondary malignant neoplasm of skin of shoulder and arm"	"February 2009"
41144	"B582300"	35	0	0	0	"Secondary malignant neoplasm of skin of trunk"	"February 2009"
66840	"A913300"	8	0	0	0	"Secondary syphilis of skin"	"February 2009"
61264	"A913.00"	13	0	1	0	"Secondary syphilis of skin or mucus membranes"	"February 2009"
65411	"A913z00"	2	0	0	0	"Secondary syphilis of skin or mucus membranes NOS"	"February 2009"
106004	"9Np9.00"	32	0	0	0	"Seen in fast track suspected skin cancer clinic"	"April 2013"
17547	"M221.00"	5829	0	252	2	"Senile hyperkeratosis"	"February 2009"
24332	"G771100"	154	0	1	0	"Senile naevus"	"February 2009"
35703	"7G0B100"	826	0	1	0	"Shave biopsy of lesion of skin NEC"	"February 2009"
41529	"7G0B000"	165	0	1	0	"Shave biopsy of lesion of skin of head or neck"	"February 2009"
7801	"7G0B.00"	4991	0	16	2	"Shave biopsy of skin"	"February 2009"
44502	"7G0Bz00"	61	0	0	0	"Shave biopsy of skin NOS"	"February 2009"
5127	"7G05300"	18984	0	125	2	"Shave excision of lesion of skin NEC"	"February 2009"
8786	"7G05200"	3114	0	17	0	"Shave excision of lesion of skin of head or neck"	"February 2009"
21509	"7401300"	134	0	3	0	"Shave of skin of nose"	"February 2009"
85503	"7G0B300"	114	0	0	0	"Shaved deep ellipse biopsy of lesion of skin NEC"	"February 2009"
90199	"7G0B200"	34	0	0	0	"Shaved deep ellipse biopsy of lesion of skin of head or neck"	"February 2009"
9006	"M095.00"	5009	0	98	0	"Skin abscess"	"February 2009"
16110	"M0z..00"	26233	0	177	2	"Skin and subcut tissue infection NOS"	"February 2009"
1836	"Mz...00"	105998	0	27650	1357	"Skin and subcutaneous tissue disease NOS"	"February 2009"
11208	"M....00"	82942	0	1745	2	"Skin and subcutaneous tissue diseases"	"February 2009"
4495	"M0...00"	644302	0	3964	1	"Skin and subcutaneous tissue infections"	"February 2009"
14719	"M1z..00"	7630	0	265	1	"Skin and subcutaneous tissue inflammatory disorders NOS"	"February 2009"
12686	"ZQ35.00"	8681	0	98	0	"Skin assessment"	"February 2009"
15582	"M21zz00"	1279	0	237	0	"Skin atrophy/hypertrophy NOS"	"February 2009"
23441	"M21z.00"	1919	0	18	0	"Skin atrophy/hypertrophy NOS"	"February 2009"
11868	"66I..00"	31968	0	427	0	"Skin disorder monitoring"	"February 2009"
52069	"66IZ.00"	4835	0	201	0	"Skin disorder monitoring NOS"	"February 2009"
103551	"2Fc..00"	8	0	0	0	"Skin elasticity"	"January 2012"
21566	"M2y1200"	446	0	6	0	"Skin fibrosis NOS"	"February 2009"
12281	"B7J0111"	455	0	6	0	"Skin haemangioma"	"February 2009"
3177	"M18z.11"	100571	0	2303	11	"Skin irritation"	"February 2009"
1139	"M2yz.11"	1033016	0	159178	399	"Skin lesion"	"February 2009"
6093	"M2z0.00"	395231	0	56161	25	"Skin lesion"	"February 2009"
10402	"ZQ36.00"	10967	0	959	0	"Skin lesion assessment"	"February 2009"
102376	"58C6.00"	273	0	6	110	"Skin lesion photography"	"June 2011"
16072	"3852.12"	146	0	22	0	"Skin lines"	"February 2009"
12128	"7G...00"	4173	0	61	18	"Skin operations"	"February 2009"
15701	"7Gz..00"	2374	0	720	1	"Skin operations NOS"	"February 2009"
35352	"M1y..00"	193	0	6	0	"Skin or subcutaneous tissue inflammatory disorders OS"	"February 2009"
8203	"4JG2.00"	3428	0	616	31249	"Skin scrapings taken"	"February 2009"
8339	"M2yA.00"	2760	0	252	0	"Skin sinus"	"February 2009"
24468	"M213000"	526	0	3	0	"Skin striae of distension"	"February 2009"
1186	"M21z100"	370078	0	17526	420	"Skin tag"	"February 2009"
53835	"B76..17"	1762	0	5	0	"Skin tag NOS"	"February 2009"
51266	"K317700"	127	0	6	0	"Skin thickening of breast"	"February 2009"
17719	"Z174L11"	62	0	0	0	"Skin treatment"	"February 2009"
72698	"Z174Q00"	3106	0	0	0	"Skin ulcer care"	"February 2009"
38555	"66I2.00"	12046	0	32	0	"Skin: follow-up assessment"	"February 2009"
29409	"66I1.00"	426	0	3	0	"Skin: initial assessment"	"February 2009"
9960	"Z793.00"	6435	0	47	0	"Skincare management"	"February 2009"
42535	"Z1R6.00"	513	0	1	0	"Soaking skin"	"February 2009"
1118	"M226.00"	242441	0	17517	24	"Solar keratosis"	"February 2009"
2217	"G771000"	29919	0	3226	1	"Spider naevus"	"February 2009"
6875	"F4D0200"	599	0	11	0	"Squamous blepharitis"	"February 2009"
32351	"44a4.00"	22	0	2	47	"Squamous cell carcinoma antigen level"	"February 2009"
93352	"B338.00"	17193	0	940	0	"Squamous cell carcinoma of skin"	"February 2009"
93490	"B33z.11"	3609	0	132	0	"Squamous cell carcinoma of skin NOS"	"February 2009"
40021	"G771012"	6	0	1	0	"Stellar naevus"	"February 2009"
32041	"M261B00"	302	0	6	0	"Steroid acne"	"February 2009"
531	"PH31200"	18926	0	1238	2	"Strawberry naevus"	"February 2009"
46855	"ZX1LC00"	3	0	0	0	"Stripping own skin"	"February 2009"
96351	"M22D.00"	163	0	3	0	"Stucco keratosis"	"April 2009"
32881	"2FT8.00"	73	0	6	0	"Subcutaneous component of pigmented skin lesion"	"February 2009"
21477	"J087400"	150	0	1	0	"Sublingual keratosis"	"February 2009"
105221	"2F1G.00"	851	0	27	0	"Sun damaged skin"	"November 2012"
11541	"1J0G.00"	4985	0	5005	0	"Suspected skin cancer"	"February 2009"
12764	"7G2EC00"	18146	0	8	0	"Three layer compression bandage for skin ulcer"	"February 2009"
44274	"M2y6.00"	4	0	0	0	"Transepidermal elimination disorders"	"February 2009"
21182	"M261C00"	36	0	1	0	"Tropical acne"	"February 2009"
47881	"A170.00"	43	0	0	0	"Tuberculosis of skin and subcutaneous tissue"	"February 2009"
30687	"A170z00"	82	0	4	0	"Tuberculosis of skin and subcutaneous tissue NOS"	"February 2009"
17787	"7G2EA00"	37041	0	4	197	"Two layer compression bandage for skin ulcer"	"February 2009"
70580	"5B75.00"	1	0	0	2	"U-S therapy - skin lesion"	"February 2009"
3930	"M272.00"	19786	0	1073	0	"Ulcer of skin"	"February 2009"
17944	"A781z00"	4808	0	32	0	"Unspecified viral warts"	"February 2009"
8131	"PH31.11"	1241	0	191	0	"Vascular naevus"	"February 2009"
5380	"A781213"	1961	0	432	1	"Venereal warts"	"February 2009"
1010	"A781100"	469681	0	11599	7	"Verruca plantaris"	"February 2009"
4953	"A781000"	55271	0	3824	78	"Verruca vulgaris - common wart"	"February 2009"
4307	"A781.11"	345499	0	4981	5	"Verrucae - warts"	"February 2009"
36642	"L00..12"	24	0	0	0	"Vesicular mole"	"February 2009"
219	"A781.00"	457559	0	26250	401	"Viral warts"	"February 2009"
90883	"C24y000"	5	0	0	0	"Vitamin A deficiency with follicular keratosis"	"February 2009"
2094	"9N1S.11"	69907	0	4489	11	"Wart clinic"	"February 2009"
1453	"7G09111"	179958	0	1020	2	"Wart treated with liquid nitrogen"	"February 2009"
650	"8BAZ.11"	68165	0	1871	15	"Wart treatment"	"February 2009"
5288	"7G05500"	12720	0	133	1	"Wide excision of skin lesion"	"February 2009"
