medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
255840019	"O/E - skin cyst"	"2FD"	"2FD..00"	285302001	276601000006115	
255845012	"O/E - skin cyst NOS"	"2FDZ"	"2FDZ.00"	285302001	276611000006117	
255842010	"O/E - skin cyst present"	"2FD2"	"2FD2.00"	164385003	255842010	
402550010	"O/E - skin examination NOS"	"2FZ"	"2FZ..00"	271898004	276641000006118	
255848014	"O/E - skin fissure"	"2FE-2"	"2FE..12"	164389009	255848014	
255846013	"O/E - skin fissures (rhagades)"	"2FE"	"2FE..00"	164389009	255846013	
255853016	"O/E - skin fissures NOS"	"2FEZ"	"2FEZ.00"	164389009	276681000006112	
255850018	"O/E - skin fissures present"	"2FE2"	"2FE2.00"	164391001	255850018	
411834016	"O/E - skin lesion"	"2FY"	"2FY..00"	275869006	411834016	
276701000006110	"O/E - skin lesion"	"2FZ-1"	"2FZ..11"	275869006	276701000006110	
255787019	"O/E - skin nodules NOS"	"2F4Z"	"2F4Z.00"	164339001	276711000006113	
255786011	"O/E - skin nodules present"	"2F42"	"2F42.00"	164341000	255786011	
254309011	"O/E - skin of abdomen"	"258-1"	"258..11"	163186000	254309011	
256118016	"O/E - skin over lesion cold"	"2HE2"	"2HE2.00"	164612001	256118016	
256122014	"O/E - skin over lesion hot"	"2HE4"	"2HE4.00"	164615004	256122014	
256109018	"O/E - skin over lesion-normal"	"2HD1"	"2HD1.00"	164604009	256109018	
255834014	"O/E - skin plaques"	"2FC"	"2FC..00"	164379005	255834014	
255839016	"O/E - skin plaques NOS"	"2FCZ"	"2FCZ.00"	164379005	275841000006112	
255838012	"O/E - skin plaques present"	"2FC2"	"2FC2.00"	164381007	255838012	
275861000006111	"O/E - skin red"	"2FM0"	"2FM0.00"	164424003	275861000006111	
256110011	"O/E - skin red over lesion"	"2HD2"	"2HD2.00"	164605005	256110011	
255816010	"O/E - skin scales"	"2F9"	"2F9..00"	164365002	255816010	
255825016	"O/E - skin scales NOS"	"2F9Z"	"2F9Z.00"	164365002	275891000006115	
402549010	"O/E - skin scales present"	"2F92"	"2F92.00"	268989009	402549010	
255858013	"O/E - skin scar"	"2FG"	"2FG..00"	164399004	255858013	
255863012	"O/E - skin scar NOS"	"2FGZ"	"2FGZ.00"	164399004	275931000006112	
256112015	"O/E - skin shiny over lesion"	"2HD4"	"2HD4.00"	164607002	256112015	
255877010	"O/E - skin sinus -after injury"	"2FI3"	"2FI3.00"	164417004	255877010	
255879013	"O/E - skin sinus NOS"	"2FIZ"	"2FIZ.00"	164414006	275961000006115	
255880011	"O/E - skin tags"	"2FJ"	"2FJ..00"	164420007	255880011	
256116017	"O/E - skin temp. over lesion"	"2HE"	"2HE..00"	164610009	256116017	
256123016	"O/E - skin temp.on lesion NOS"	"2HEZ"	"2HEZ.00"	164610009	276011000006110	
255854010	"O/E - skin ulcer"	"2FF"	"2FF..00"	46742003	276021000006119	
255857015	"O/E - skin ulcer NOS"	"2FFZ"	"2FFZ.00"	46742003	265111000006112	
255856012	"O/E - skin ulcer present"	"2FF2"	"2FF2.00"	164397002	255856012	
411837011	"O/E - splinter in skin"	"2F14-2"	"2F14.12"	275872004	411837011	
255878017	"O/E - suppuration skin sinus"	"2FI4"	"2FI4.00"	164418009	255878017	
1484960015	"O/E - thin skin"	"2F17"	"2F17.00"	390928007	1484960015	
411836019	"O/E - vesicles in skin"	"2F5-1"	"2F5..11"	275871006	411836019	
254686013	"O/E -breast lump fixed to skin"	"26I2"	"26I2.00"	163493008	254686013	
256114019	"O/E -skin colour on lesion NOS"	"2HDZ"	"2HDZ.00"	164603003	271581000006119	
256113013	"O/E -skin cyanosed over lesion"	"2HD5"	"2HD5.00"	164608007	256113013	
255876018	"O/E -skin sinus-post operation"	"2FI2"	"2FI2.00"	164416008	255876018	
1859671000006114	"O/E pigmented skin lesion - blue/black"	"JHCOE172"	""	1859671000006105	1859671000006114	
1859701000006110	"O/E pigmented skin lesion - brown/black"	"JHCOE175"	""	1859701000006106	1859701000006110	
1859661000006119	"O/E pigmented skin lesion - dark brown"	"JHCOE171"	""	1859661000006103	1859661000006119	
1859681000006112	"O/E pigmented skin lesion - even colour"	"JHCOE173"	""	1859681000006108	1859681000006112	
1859651000006116	"O/E pigmented skin lesion - light brown"	"JHCOE170"	""	1859651000006100	1859651000006116	
1859691000006110	"O/E pigmented skin lesion - varying colour"	"JHCOE174"	""	1859691000006106	1859691000006110	
954661000006114	"O/E skin"	"TRISO/20"	""	954661000006105	954661000006114	
955061000006119	"O/E skin abnormal"	"TRISO/56"	""	955061000006103	955061000006119	
1727551000006110	"O/E skin colour asymmetry"	"EMISNQO/5"	""	1727551000006106	1727551000006110	
1727581000006119	"O/E trophic skin changes"	"EMISNQO/7"	""	1727581000006103	1727581000006119	
256111010	"O/E-skin pigmented over lesion"	"2HD3"	"2HD3.00"	164606006	256111010	
256117014	"O/E-skin temp.on lesion normal"	"2HE1"	"2HE1.00"	164611008	256117014	
309119015	"Occupational acne"	"M2619"	"M261900"	201220003	309119015	
459753015	"Oozing of pigmented skin lesion"	"2FT5"	"2FT5.00"	315257008	459753015	
394551012	"Opening of skin"	"7G25"	"7G25.00"	265690004	394551012	
274948018	"Opening of skin NOS"	"7G25z"	"7G25z00"	265690004	46351000006117	
46341000006119	"Opening of skin including head or neck"	"7G25-2"	"7G25.12"	265690004	46341000006119	
44481000006114	"Operations on skin of nipple"	"7136-1"	"7136.11"	8366007	44481000006114	
309109014	"Other acne"	"M261"	"M261.00"	11381005	38971000006111	
309129010	"Other acne NOS"	"M261z"	"M261z00"	11381005	38981000006114	
308852018	"Other atrophic and hypertrophic conditions of skin"	"M21"	"M21..00"	80659006	36741000006119	
274592011	"Other biopsy of skin"	"7G0C"	"7G0C.00"	240977001	37171000006112	
274598010	"Other biopsy of skin NOS"	"7G0Cz"	"7G0Cz00"	240977001	36321000006110	
872041000006115	"Other dermal protuberance lig."	"7G035-98"	"7G03598"	682281000000108	872041000006115	
879531000006114	"Other dermatophytosis"	"AB1-99"	"AB1..99"	556441000000101	879531000006114	
274556012	"Other destruction of lesion of skin of head or neck"	"7G08"	"7G08.00"	87031008	33421000006113	
274566016	"Other destruction of lesion of skin of head or neck NOS"	"7G08z"	"7G08z00"	87031008	33431000006111	
33451000006116	"Other destruction of lesion of skin of head or neck OS"	"7G08y"	"7G08y00"	87031008	33451000006116	
274567013	"Other destruction of lesion of skin of other site"	"7G09"	"7G09.00"	87031008	33461000006119	
274582015	"Other destruction of lesion of skin of other site NOS"	"7G09z"	"7G09z00"	87031008	32631000006116	
32641000006114	"Other destruction of lesion of skin of other site OS"	"7G09y"	"7G09y00"	87031008	32641000006114	
394503016	"Other excision of lesion of skin"	"7G05"	"7G05.00"	35646002	30551000006111	
30561000006113	"Other excision of lesion of skin including head and neck"	"7G05-1"	"7G05.11"	35646002	30561000006113	
411008011	"Other excision of skin"	"7G03"	"7G03.00"	440258006	30801000006114	
274487011	"Other excision of skin NOS"	"7G03z"	"7G03z00"	440258006	30601000006113	
30591000006117	"Other excision of skin including head or neck"	"7G03-1"	"7G03.11"	440258006	30591000006117	
889101000006119	"Other inflam skin/subcut disea"	"M1-99"	"M1...99"	363168001	889101000006119	
308400011	"Other local infections of skin and subcutaneous tissue"	"M07"	"M07..00"	430348006	28211000006112	
403700013	"Other malignant neoplasm of skin"	"B33"	"B33..00"	372130007	27261000006114	
275080011	"Other operation on skin NOS"	"7G2Gz"	"7G2Gz00"	392011001	22511000006111	
273291012	"Other operation on skin of male perineum"	"7C161"	"7C16100"	12518007	22521000006115	
21161000006113	"Other operations on skin"	"7G2G"	"7G2G.00"	118718002	21161000006113	
309299010	"Other skin and subcutaneous tissue disease NOS"	"M2z"	"M2z..00"	80659006	16491000006110	
16481000006112	"Other skin and subcutaneous tissue disease NOS"	"M2yz"	"M2yz.00"	80659006	16481000006112	
308835017	"Other skin and subcutaneous tissue disorders"	"M2"	"M2...00"	80659006	16501000006119	
399911019	"Other skin and subcutaneous tissue inflammatory conditions"	"M1"	"M1...00"	363168001	16511000006116	
872141000006116	"Other skin diathermy"	"7G090-95"	"7G09095"	302395004	872141000006116	
989281000006114	"Other skin disorders"	"M2-98"	"M2...98"	677471000000104	989281000006114	
889571000006115	"Other skin disorders"	"M2y-99"	"M2y..99"	700351000000102	889571000006115	
889351000006117	"Other skin/subcutan disorders"	"M2-99"	"M2...99"	677471000000104	889351000006117	
871871000006114	"Other skin/subcutaneous op."	"7G-98"	"7G...98"	392011001	871871000006114	
872671000006115	"Other skin/subcutaneous op.NOS"	"7G2Fz-99"	"7G2Fz99"	634101000000105	872671000006115	
15961000006118	"Other spec local skin/subc infection NOS"	"M07yz"	"M07yz00"	19824006	15961000006118	
16221000006114	"Other spec skin atrophic and hypertrophic conditions NOS"	"M21yz"	"M21yz00"	80659006	16221000006114	
308912016	"Other specified atrophic and hypertrophic conditions of skin"	"M21y"	"M21y.00"	80659006	15461000006111	
274544011	"Other specified curettage of lesion of skin"	"7G06y"	"7G06y00"	87591000	14261000006111	
287512010	"Other specified dermatophytosis"	"AB0y"	"AB0y.00"	47382004	13681000006119	
13461000006110	"Other specified diseases of skin or subcutaneous tissue"	"M2y"	"M2y..00"	80659006	13461000006110	
309301015	"Other specified diseases of skin or subcutaneous tissue"	"My"	"My...00"	80659006	13471000006115	
274526015	"Other specified excision of lesion of skin"	"7G05y"	"7G05y00"	35646002	12001000006114	
275071011	"Other specified exploration of skin of head or neck"	"7G2Fw"	"7G2Fw00"	288082006	12371000006117	
308463010	"Other specified infections of skin or subcutaneous tissue"	"M0y"	"M0y..00"	19824006	10741000006113	
274947011	"Other specified opening of skin"	"7G25y"	"7G25y00"	265690004	8631000006112	
275079013	"Other specified operation on skin"	"7G2Gy"	"7G2Gy00"	392011001	8361000006111	
275140016	"Other specified operations on skin"	"7Gy"	"7Gy..00"	392011001	7011000006112	
274597017	"Other specified other biopsy of skin"	"7G0Cy"	"7G0Cy00"	240977001	6511000006118	
274486019	"Other specified other excision of skin"	"7G03y"	"7G03y00"	440258006	6801000006119	
274552014	"Other specified photodestruction of lesion of skin"	"7G07y"	"7G07y00"	265656008	56751000006118	
274429012	"Other specified plastic excision of skin of head or neck"	"7G00y"	"7G00y00"	177242002	56801000006113	
274585018	"Other specified punch biopsy of skin"	"7G0Ay"	"7G0Ay00"	87697008	3741000006116	
274590015	"Other specified shave biopsy of skin"	"7G0By"	"7G0By00"	177346002	2521000006113	
315230010	"Other specified skin anomalies"	"PH3"	"PH3..00"	199879009	2601000006119	
399950015	"Other specified skin disorder NOS"	"M2y4z"	"M2y4z00"	95320005	2611000006116	
309272013	"Other specified skin disorders"	"M2y4"	"M2y4.00"	95320005	2621000006112	
879301000006111	"Other viral warts"	"A781z-99"	"A781z99"	664691000000103	879301000006111	
173816012	"Overlapping malignant melanoma of skin"	"B32y0"	"B32y000"	109267002	173816012	
270099017	"Painting of perianal warts"	"77325"	"7732500"	174343003	270099017	
273443013	"Painting of vulval warts"	"7D035"	"7D03500"	176610008	273443013	
274580011	"Painting of warts NEC"	"7G094"	"7G09400"	302398002	248941000006110	
274564018	"Painting of warts of head or neck"	"7G084"	"7G08400"	177331009	274564018	
380318012	"Papilloma of skin"	"B76-5"	"B76..15"	255184001	380318012	
250141000006113	"Papulosquamous disorder, unspecified"	"M2X"	"M2X..00"	943201000000104	250141000006113	
308482018	"Parakeratosis"	"M103"	"M103.00"	200766001	308482018	
360396016	"Penile warts"	"A7812-2"	"A781212"	240598006	360396016	
395369013	"Perianal warts"	"A7813"	"A781300"	266114001	395369013	
231881000006119	"Photodestruction of lesion of skin"	"7G07"	"7G07.00"	265656008	231881000006119	
274553016	"Photodestruction of lesion of skin NOS"	"7G07z"	"7G07z00"	265656008	231901000006117	
231891000006116	"Photodestruction of lesion of skin including head and neck"	"7G07-1"	"7G07.11"	265656008	231891000006116	
274551019	"Photodestruction of lesion of skin of head or neck NEC"	"7G072"	"7G07200"	265656008	231911000006119	
225731000006111	"Pigmented naevus"	"B76-6"	"B76..16"	21119008	196159019	
309294017	"Pigmented skin lesion"	"M2yC"	"M2yC.00"	201340008	309294017	
228891000006111	"Plain wart"	"A7814"	"A781400"	240539000	228891000006111	
360311013	"Plane wart"	"A7814-1"	"A781411"	240539000	360311013	
879291000006110	"Plantar warts (verruca)"	"A7811-99"	"A781199"	63440008	879291000006110	
274422015	"Plastic excision of skin of head or neck"	"7G00"	"7G00.00"	177242002	274422015	
274430019	"Plastic excision of skin of head or neck NOS"	"7G00z"	"7G00z00"	177242002	225231000006116	
225241000006114	"Plastic excision of skin tissue of abdominal wall"	"7G01"	"7G01.00"	177249006	225241000006114	
274437016	"Plastic excision of skin tissue of abdominal wall NOS"	"7G01z"	"7G01z00"	177249006	225251000006111	
225261000006113	"Plastic excision of skin tissue of abdominal wall OS"	"7G01y"	"7G01y00"	177249006	225261000006113	
225271000006118	"Plastic excision of skin tissue of other site"	"7G02"	"7G02.00"	276223009	225271000006118	
274448011	"Plastic excision of skin tissue of other site NOS"	"7G02z"	"7G02z00"	276223009	225281000006115	
225291000006117	"Plastic excision of skin tissue of other site OS"	"7G02y"	"7G02y00"	276223009	225291000006117	
225301000006116	"Plastic excision of skin/subcutaneous tissue abdominal wall"	"7G01-1"	"7G01.11"	177249006	225301000006116	
225311000006118	"Plastic excision of skin/subcutaneous tissue of head or neck"	"7G00-1"	"7G00.11"	177242002	225311000006118	
225321000006114	"Plastic excision of skin/subcutaneous tissue of other site"	"7G02-1"	"7G02.11"	276223009	225321000006114	
133466017	"Porokeratosis of Mibelli"	"M21yB"	"M21yB00"	80432009	133466017	
274584019	"Punch biopsy of lesion of skin NEC"	"7G0A1"	"7G0A100"	302399005	194301000006112	
274583013	"Punch biopsy of lesion of skin of head or neck"	"7G0A0"	"7G0A000"	177342000	274583013	
145402018	"Punch biopsy of skin"	"7G0A"	"7G0A.00"	87697008	145402018	
274586017	"Punch biopsy of skin NOS"	"7G0Az"	"7G0Az00"	87697008	194341000006114	
98310017	"Pustular acne"	"M261A"	"M261A00"	59172008	98310017	
189801000006115	"Radical excision of lesion of skin"	"7G03F"	"7G03F00"	44166002	189801000006115	
872071000006111	"Radical skin lesion excision"	"7G03y-99"	"7G03y99"	601061000000100	872071000006111	
300764018	"Rectal skin tag"	"G8491"	"G849100"	195470008	300764018	
2244241000000119	"Recurrent genital warts"	"A7817"	"A781700"	868341000000102	2244241000000119	
1851831000006114	"Recurrent genital warts"	"EMISNQRE350"	""	1851831000006105	1851831000006114	
872101000006118	"Removal of dermal appendage"	"7G05y-99"	"7G05y99"	569181000000103	872101000006118	
853171000006115	"Removal of mole"	"EGTON113"	""	853171000006104	853171000006115	
445837013	"Removal of mole of skin by excision"	"7G033-1"	"7G03311"	303650005	445837013	
445838015	"Removal of mole of skin of head or neck by excision"	"7G03C-1"	"7G03C11"	303651009	445838015	
445839011	"Removal of mole of skin operations"	"7G0-2"	"7G0..12"	303652002	445839011	
914821000006114	"Removal of wart"	"EMISNQRE3"	""	914821000006105	914821000006114	
851281000006114	"Removal of wart NOS"	"EMISR4QRE1"	""	851281000006105	851281000006114	
1720861000006113	"Resc:Unfit expo skin irrit/sens-type will be spec in Med Doc"	"TRIQQNRE46"	""	1720861000006109	1720861000006113	
1722001000006118	"Rescinded: Fit for modified JCC or SCC only"	"TRIQQNRE70"	""	1722001000006102	1722001000006118	
78997016	"Ringworm"	"AB0-2"	"AB0..12"	47382004	78997016	
379315011	"Rodent ulcer"	"B33-3"	"B33..13"	254701007	379315011	
853821000006110	"Rodent ulcer"	"EGTON300"	""	853821000006106	853821000006110	
1231546012	"Sarcoidosis of skin"	"AD53"	"AD53.00"	55941000	1231546012	
309250011	"Scar conditions and fibrosis of skin"	"M2y1"	"M2y1.00"	201307004	309250011	
1783673017	"Seborrhoeic keratosis"	"M223"	"M223.00"	398838000	156941000006110	
156951000006112	"Seborrhoeic wart"	"M221-1"	"M221.11"	398838000	156951000006112	
156961000006114	"Seborrhoeic wart"	"M22C"	"M22C.00"	398838000	156961000006114	
1783672010	"Seborrhoeic wart"	"M22z-2"	"M22z.12"	398838000	1783672010	
880711000006110	"Secondary Ca skin"	"B582-99"	"B582.99"	94579000	880711000006110	
156777013	"Secondary malignant neoplasm of skin"	"B582"	"B582.00"	94579000	156777013	
289545015	"Secondary malignant neoplasm of skin NOS"	"B582z"	"B582z00"	94579000	151541000006113	
156699010	"Secondary malignant neoplasm of skin of breast"	"B5826"	"B582600"	94544002	156699010	
156719018	"Secondary malignant neoplasm of skin of face"	"B5821"	"B582100"	94554003	156719018	
289538015	"Secondary malignant neoplasm of skin of head"	"B5820"	"B582000"	188454009	289538015	
289543010	"Secondary malignant neoplasm of skin of hip and leg"	"B5825"	"B582500"	188459004	289543010	
156747019	"Secondary malignant neoplasm of skin of neck"	"B5822"	"B582200"	94566009	156747019	
289542017	"Secondary malignant neoplasm of skin of shoulder and arm"	"B5824"	"B582400"	188458007	289542017	
156765015	"Secondary malignant neoplasm of skin of trunk"	"B5823"	"B582300"	94575006	156765015	
98403012	"Secondary syphilis of skin"	"A9133"	"A913300"	59233003	98403012	
152431000006112	"Secondary syphilis of skin or mucus membranes"	"A913"	"A913.00"	186850003	152431000006112	
287228016	"Secondary syphilis of skin or mucus membranes NOS"	"A913z"	"A913z00"	186850003	152441000006119	
754341000000119	"Seen in fast track suspected skin cancer clinic"	"9Np9"	"9Np9.00"	382711000000103	754341000000119	
1778331010	"Senile hyperkeratosis"	"M221"	"M221.00"	398838000	1778331010	
300635016	"Senile naevus"	"G7711"	"G771100"	195383008	300635016	
1930261000006119	"Severe acne vulgaris"	"EMISNQSE132"	""	1930261000006103	1930261000006119	
274589012	"Shave biopsy of lesion of skin NEC"	"7G0B1"	"7G0B100"	302400003	146921000006117	
274588016	"Shave biopsy of lesion of skin of head or neck"	"7G0B0"	"7G0B000"	177347006	274588016	
274587014	"Shave biopsy of skin"	"7G0B"	"7G0B.00"	177346002	274587014	
274591016	"Shave biopsy of skin NOS"	"7G0Bz"	"7G0Bz00"	177346002	146951000006114	
274514013	"Shave excision of lesion of skin NEC"	"7G053"	"7G05300"	302390009	146971000006116	
274513019	"Shave excision of lesion of skin of head or neck"	"7G052"	"7G05200"	177299005	274513019	
267497011	"Shave of skin of nose"	"74013"	"7401300"	509291000000105	1132411000000114	
486411000000119	"Shaved deep ellipse biopsy of lesion of skin NEC"	"7G0B3"	"7G0B300"	302400003	1588521000006110	
486391000000119	"Shaved deep ellipse biopsy of lesion of skin of head or neck"	"7G0B2"	"7G0B200"	282441000000104	486391000000119	
958731000006118	"Skin"	"EMISCSK1"	""	958731000006102	958731000006118	
881041000006117	"Skin - benign mole and naevus"	"B76-99"	"B76..99"	92384009	881041000006117	
1575581000006113	"Skin Biopsy (Unspecified)"	"FUNDHSK1"	""	1575581000006109	1575581000006113	
872481000006115	"Skin FB removal"	"7G235-99"	"7G23599"	534951000000102	872481000006115	
974471000006115	"Skin NOS"	"EMISCSK3"	""	974471000006104	974471000006115	
1227883019	"Skin abscess"	"M095"	"M095.00"	31928004	1227883019	
399910018	"Skin and subcut tissue infection NOS"	"M0z"	"M0z..00"	19824006	143391000006111	
399951016	"Skin and subcutaneous tissue disease NOS"	"Mz"	"Mz...00"	80659006	143401000006113	
143411000006111	"Skin and subcutaneous tissue diseases"	"M"	"M....00"	80659006	143411000006111	
143421000006115	"Skin and subcutaneous tissue infections"	"M0"	"M0...00"	396481000000104	143421000006115	
308834018	"Skin and subcutaneous tissue inflammatory disorders NOS"	"M1z"	"M1z..00"	363168001	143431000006117	
143451000006112	"Skin atrophy/hypertrophy NOS"	"M21z"	"M21z.00"	95320005	143451000006112	
308922010	"Skin atrophy/hypertrophy NOS"	"M21zz"	"M21zz00"	95320005	143461000006114	
889371000006110	"Skin atropy/hypertrophy NOS"	"M21-99"	"M21..99"	677501000000106	889371000006110	
1839081000006119	"Skin cancer leaflet given"	"EMISNQSK3"	""	1839081000006103	1839081000006119	
872131000006114	"Skin chemosurgery"	"7G09-99"	"7G09.99"	566661000000107	872131000006114	
872341000006118	"Skin contracture relaxation"	"7G16y-99"	"7G16y99"	569161000000107	872341000006118	
264824013	"Skin disorder monitoring"	"66I"	"66I..00"	170856006	264824013	
264832017	"Skin disorder monitoring NOS"	"66IZ"	"66IZ.00"	170856006	143551000006113	
991521000006113	"Skin disorders NOS"	"M2-97"	"M2...97"	677471000000104	991521000006113	
889601000006110	"Skin disorders NOS"	"M2yz-99"	"M2yz.99"	604081000000106	889601000006110	
369481012	"Skin elasticity"	"2Fc"	"2Fc..00"	247433003	369481012	
309255018	"Skin fibrosis NOS"	"M2y12"	"M2y1200"	201307004	143571000006115	
872031000006113	"Skin fistula excision"	"7G034-99"	"7G03499"	601041000000101	872031000006113	
136011000006111	"Skin haemangioma"	"B7J01-1"	"B7J0111"	400132000	136011000006111	
889071000006112	"Skin infection, localised NOS"	"M07-99"	"M07..99"	686741000000105	889071000006112	
889081000006110	"Skin infections NOS"	"M0z-99"	"M0z..99"	672781000000105	889081000006110	
889091000006113	"Skin inflammation NOS"	"M1-98"	"M1...98"	363168001	889091000006113	
492217012	"Skin irritation"	"M18z-1"	"M18z.11"	367466007	492217012	
157896011	"Skin lesion"	"M2z0"	"M2z0.00"	95324001	157896011	
136041000006110	"Skin lesion"	"M2yz-1"	"M2yz.11"	95324001	136041000006110	
872021000006110	"Skin lesion excision"	"7G033-99"	"7G03399"	35646002	872021000006110	
1746561000006111	"Skin lesion photography"	"EMISNQSK1"	""	1746561000006107	1746561000006111	
376767013	"Skin lesion photography"	"58C6"	"58C6.00"	252983000	376767013	
872331000006111	"Skin lesion z-plasty excision"	"7G161-99"	"7G16199"	659181000000100	872331000006111	
256879017	"Skin lines"	"3852-2"	"3852.12"	165185004	256879017	
220521000000118	"Skin operations"	"7G"	"7G...00"	392011001	136071000006119	
275142012	"Skin operations NOS"	"7Gz"	"7Gz..00"	392011001	136081000006116	
136101000006112	"Skin or subcutaneous tissue inflammatory disorders OS"	"M1y"	"M1y..00"	363168001	136101000006112	
872301000006115	"Skin plastic surgery"	"7G1-98"	"7G1..98"	119829000	872301000006115	
872271000006117	"Skin plastic surgery NOS"	"7G1-95"	"7G1..95"	119829000	872271000006117	
41276014	"Skin scraping for examination"	"ESCTSK1"	""	24619005	41276014	
872211000006114	"Skin scrapings biopsy"	"7G0C-97"	"7G0C.97"	628441000000105	872211000006114	
261397016	"Skin scrapings taken"	"4JG2"	"4JG2.00"	168306005	261397016	
406684016	"Skin sinus"	"M2yA"	"M2yA.00"	271766002	406684016	
872631000006118	"Skin slough removal"	"7G2D2-99"	"7G2D299"	607151000000109	872631000006118	
136151000006111	"Skin striae of distension"	"M2130"	"M213000"	201067006	136151000006111	
308924011	"Skin tag"	"M21z1"	"M21z100"	201091002	308924011	
380317019	"Skin tag NOS"	"B76-7"	"B76..17"	201091002	136231000006110	
311881000000111	"Skin thickening of breast"	"K3177"	"K317700"	203941000000104	311881000000111	
872521000006115	"Skin/s.c. tissue drainage"	"7G251-98"	"7G25198"	588631000000101	872521000006115	
872661000006110	"Skin/s.c. tissue exploration"	"7G2F1-99"	"7G2F199"	621371000000104	872661000006110	
872401000006112	"Skin/s.c. tissue repair"	"7G2-99"	"7G2..99"	118718002	872401000006112	
872391000006110	"Skin/s.c. tissue repair NOS"	"7G2-98"	"7G2..98"	118718002	872391000006110	
875751000006113	"Skin/soft tiss. limb tract.NOS"	"7K1Lz-98"	"7K1Lz98"	628991000000108	875751000006113	
889611000006113	"Skin/subcutaneous diseases NOS"	"Mz-99"	"Mz...99"	699791000000107	889611000006113	
872721000006112	"Skin/subcutaneous op. NOS"	"7Gz-99"	"7Gz..99"	602251000000101	872721000006112	
871881000006112	"Skin/subcutaneous operations"	"7G-99"	"7G...99"	392011001	871881000006112	
264826010	"Skin: follow-up assessment"	"66I2"	"66I2.00"	170858007	264826010	
264825014	"Skin: initial assessment"	"66I1"	"66I1.00"	170857002	264825014	
1059131000033115	"Skinsan"	"DRGA25483NEMIS"	""	1059131000033104	1059131000033115	
308950010	"Solar keratosis"	"M226"	"M226.00"	201101007	308950010	
300626011	"Spider naevus"	"G7710"	"G771000"	195382003	300626011	
97906011	"Squamous blepharitis"	"F4D02"	"F4D0200"	58912008	97906011	
1488663010	"Squamous cell carcinoma antigen level"	"44a4"	"44a4.00"	1014611000000103	2557591000000110	
379223011	"Squamous cell carcinoma of skin"	"B338"	"B338.00"	254651007	379223011	
556501000000116	"Squamous cell carcinoma of skin NOS"	"B33z-1"	"B33z.11"	254651007	1628831000006114	
125981000006112	"Stellar naevus"	"G7710-2"	"G771012"	195382003	125981000006112	
309121013	"Steroid acne"	"M261B"	"M261B00"	201222006	309121013	
497746010	"Strawberry naevus"	"PH312"	"PH31200"	56975005	497746010	
167401017	"Stucco keratosis"	"M22D"	"M22D.00"	403869001	1782873011	
459757019	"Subcutaneous component of pigmented skin lesion"	"2FT8"	"2FT8.00"	315260001	459757019	
302315019	"Sublingual keratosis"	"J0874"	"J087400"	196572005	302315019	
2169581000000118	"Sun damaged skin"	"2F1G"	"2F1G.00"	835331000000105	2169581000000118	
872231000006115	"Surgical biopsy - skin"	"7G0C-99"	"7G0C.99"	628441000000105	872231000006115	
459777014	"Suspected skin cancer"	"1J0G"	"1J0G.00"	315276005	459777014	
458425010	"Three layer compression bandage for skin ulcer"	"7G2EC"	"7G2EC00"	314129003	458425010	
879521000006111	"Tinea of body - ringworm"	"AB05-99"	"AB05.99"	266151007	879521000006111	
879511000006115	"Tinea pedis - athlete's foot"	"AB04-99"	"AB04.99"	6020002	879511000006115	
309284010	"Transepidermal elimination disorders"	"M2y6"	"M2y6.00"	201330005	309284010	
309288013	"Transepidermal elimination problem, unpecified"	"M2y6z"	"M2y6z00"	201334001	309288013	
19014018	"Tropical acne"	"M261C"	"M261C00"	10954006	19014018	
406201015	"Tuberculosis of skin and subcutaneous tissue"	"A170"	"A170.00"	271423008	406201015	
286306011	"Tuberculosis of skin and subcutaneous tissue NOS"	"A170z"	"A170z00"	271423008	82511000006117	
456401011	"Two layer compression bandage for skin ulcer"	"7G2EA"	"7G2EA00"	312647006	456401011	
85591000006118	"U-S therapy - skin lesion"	"5B75"	"5B75.00"	169437002	85591000006118	
77910017	"Ulcer of skin"	"M272"	"M272.00"	46742003	77910017	
1720851000006111	"Unfit exp skin irritant/sensit-type will be spec in Med Docs"	"TRIQQNUN36"	""	1720851000006107	1720851000006111	
286977014	"Unspecified viral warts"	"A781z"	"A781z00"	57019003	72531000006118	
201553011	"Vascular naevus"	"PH31-1"	"PH31.11"	254206003	65901000006118	
360316015	"Venereal warts"	"A7812-3"	"A781213"	240542006	360316015	
105450017	"Verruca plantaris"	"A7811"	"A781100"	63440008	105450017	
67371000006119	"Verruca vulgaris - common wart"	"A7810"	"A781000"	57019003	67371000006119	
67381000006116	"Verrucae - warts"	"A781-1"	"A781.11"	63440008	67381000006116	
355577015	"Vesicular mole"	"L00-2"	"L00..12"	237249000	355577015	
497764015	"Viral warts"	"A781"	"A781.00"	57019003	497764015	
38086011	"Vitamin A deficiency with follicular keratosis"	"C24y0"	"C24y000"	22686009	38086011	
411632015	"Wart clinic"	"9N1S-1"	"9N1S.11"	275692008	411632015	
872161000006117	"Wart diathermy"	"7G090-97"	"7G09097"	302395004	872161000006117	
58341000006115	"Wart treated with liquid nitrogen"	"7G091-1"	"7G09111"	27777002	58341000006115	
397168013	"Wart treatment"	"8BAZ-1"	"8BAZ.11"	266720005	397168013	
894731000033113	"Wartex"	"DRGA16135NEMIS"	""	894731000033109	894731000033113	
329131000033115	"Warticon"	"DRGA4272EGTON"	""	329131000033104	329131000033115	
