medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	snomedctdescriptionid	release
81511000006114	"Unspec spontaneous abortion + delayed/excessive haemorrhage"	"L0401"	"L040100"	17369002	81511000006114	
305488018	"Unspecified abortion with delayed or excessive haemorrhage"	"L0701"	"L070100"	17369002	81731000006113	
297943011	"Unspecified choroidal haemorrhage"	"F4360"	"F436000"	122003	82281000006114	
82381000006116	"Unspecified complete abortion +delayed/excessive haemorrhage"	"L0721"	"L072100"	198656000	82381000006116	
302534015	"Unspecified duodenal ulcer with haemorrhage"	"J12y1"	"J12y100"	27281001	76151000006119	
302537010	"Unspecified duodenal ulcer with haemorrhage and perforation"	"J12y3"	"J12y300"	51868009	76161000006117	
302487018	"Unspecified gastric ulcer with haemorrhage"	"J11y1"	"J11y100"	15902003	76411000006110	
302490012	"Unspecified gastric ulcer with haemorrhage and perforation"	"J11y3"	"J11y300"	62366003	76421000006119	
302606019	"Unspecified gastrojejunal ulcer with haemorrhage"	"J14y1"	"J14y100"	16121001	76481000006115	
76811000006113	"Unspecified incomplete abortion + delayed/excess haemorrhage"	"L0711"	"L071100"	198645000	76811000006113	
77161000006115	"Unspecified legal abortion + delayed/excessive haemorrhage"	"L0501"	"L050100"	609446006	77161000006115	
302568014	"Unspecified peptic ulcer with haemorrhage"	"J13y1"	"J13y100"	13200003	77911000006116	
302571018	"Unspecified peptic ulcer with haemorrhage and perforation"	"J13y3"	"J13y300"	13200003	77921000006112	
354662010	"Ureteric haemorrhage"	"K13F"	"K13F.00"	236606001	354662010	
371989018	"Urethral bleeding"	"K19y4-1"	"K19y411"	249301002	371989018	
1938681000006112	"Urethral meatal bleeding during urinary catheterisation"	"EMISNQUR31"	""	1938681000006108	1938681000006112	
1786762014	"Vaginal bleeding"	"158-2"	"158..12"	289530006	64391000006113	
496575013	"Vaginal haematoma"	"K566"	"K566.00"	53162000	496575013	
300724017	"Varicose veins of the leg with rupture"	"G833"	"G833.00"	195448005	300724017	
265731013	"Ventricle of brain and subarachnoid space operations"	"701"	"701..00"	171509005	265731013	
265801010	"Ventricle of brain and subarachnoid space operations NOS"	"701z"	"701z.00"	171509005	67101000006110	
67111000006113	"Ventricle of brain or subarachnoid space operations OS"	"701y"	"701y.00"	171509005	67111000006113	
345710016	"Vertebral artery dissection"	"G6733"	"G673300"	230730001	345710016	
484848010	"Vitreous haemorrhage"	"F4K28"	"F4K2800"	31341008	484848010	
398425015	"Vulval and perineal haematoma during delivery"	"L345-2"	"L345.12"	267269004	398425015	
64071000006114	"Vulval and perineal haematoma during delivery"	"L345"	"L345.00"	267269004	64071000006114	
64091000006110	"Vulval and perineal haematoma during delivery + p/n problem"	"L3452"	"L345200"	199945007	64091000006110	
307238010	"Vulval and perineal haematoma during delivery - delivered"	"L3451"	"L345100"	199944006	307238010	
307242013	"Vulval and perineal haematoma during delivery NOS"	"L345z"	"L345z00"	267269004	64111000006118	
307237017	"Vulval and perineal haematoma during delivery, unspecified"	"L3450"	"L345000"	267269004	64121000006114	
869431000006119	"Vulval haematoma evacuated"	"7D052-99"	"7D05299"	65687007	869431000006119	
310706012	"Wrist haemarthrosis"	"N0913-1"	"N091311"	202407001	310706012	
317408012	"[D]Cough with haemorrhage"	"R0630"	"R063000"	66857006	294421000006110	
317316016	"[D]Epistaxis"	"R047"	"R047.00"	12441001	295021000006115	
1222500018	"[D]Nosebleed"	"R047-1"	"R047.11"	12441001	300251000006115	
317224011	"[D]Petechiae"	"R0270"	"R027000"	271813007	301091000006113	
317409016	"[D]Pulmonary haemorrhage NOS"	"R0631"	"R063100"	78144005	301491000006118	
317317013	"[D]Throat haemorrhage"	"R048"	"R048.00"	324618004	303281000006116	
317617016	"[D]Umbilical bleeding"	"R09z0"	"R09z000"	78349008	303491000006119	
313251000006114	"[M]Multiple haemorrhagic sarcoma"	"BBTA-1"	"BBTA.11"	49937004	313251000006114	
317993018	"[X]Haemorrhage from other sites in respiratory passages"	"Ryu02"	"Ryu0200"	397271000000104	388341000006114	
317999019	"[X]Haemorrhage from respiratory passages, unspecified"	"Ryu07"	"Ryu0700"	397271000000104	388351000006111	
318044011	"[X]Haemorrhage, not elsewhere classified"	"Ryu73"	"Ryu7300"	131148009	388361000006113	
300956017	"[X]Intracerebral haemorrhage in hemisphere, unspecified"	"Gyu6F"	"Gyu6F00"	274100004	394411000006112	
308171018	"[X]Intrapartum haemorrhage, unspecified"	"Lyu4M"	"Lyu4M00"	38010008	394451000006113	
308128010	"[X]Other antepartum haemorrhage"	"Lyu3E"	"Lyu3E00"	34842007	406821000006115	
308098016	"[X]Other haemorrhage in early pregnancy"	"Lyu20"	"Lyu2000"	25825004	410701000006117	
308156017	"[X]Other immediate postpartum haemorrhage"	"Lyu4D"	"Lyu4D00"	47821001	411021000006117	
300939013	"[X]Other intracerebral haemorrhage"	"Gyu62"	"Gyu6200"	274100004	411291000006111	
308146016	"[X]Other intrapartum haemorrhage"	"Lyu47"	"Lyu4700"	38010008	411311000006110	
305260014	"[X]Other specified abnormal uterine and vaginal bleeding"	"Kyu9D"	"Kyu9D00"	301822002	413961000006111	
300936018	"[X]Other subarachnoid haemorrhage"	"Gyu61"	"Gyu6100"	21454007	416681000006118	
426231000006114	"[X]Sequelae of other nontraumatic intracranial haemorrhage"	"Gyu6B"	"Gyu6B00"	363302008	426231000006114	
428181000006115	"[X]Subarachnoid haemorrh from intracranial artery, unspecif"	"Gyu6E"	"Gyu6E00"	21454007	428181000006115	
300935019	"[X]Subarachnoid haemorrhage from other intracranial arteries"	"Gyu60"	"Gyu6000"	21454007	428191000006117	
299491012	"[X]Vitreous haemorrhage in diseases classified elsewhere"	"FyuH4"	"FyuH400"	31341008	432541000006115	
